mean_intensity,std_intensity,center_brightness,left_right_asymmetry,upper_lower_difference,edge_strength,hotspot_fraction,center_hotspot_fraction,intensity_p95,scan_pattern
0.5740435123443604,0.09363006055355072,0.4607919752597809,0.015085017308592796,0.049670636653900146,0.01293887384235859,0.0015869140625,0.0009765625,0.6745098233222961,Normal-like Scan
0.6022741198539734,0.0888734981417656,0.550456702709198,0.06008780002593994,0.02329432964324951,0.010045469738543034,0.02606201171875,0.09912109375,0.7137255072593689,Mass-like Pattern
0.5797275304794312,0.09045829623937607,0.48270049691200256,0.023906154558062553,0.042697250843048096,0.013553498312830925,0.00347900390625,0.010009765625,0.6784313917160034,Localized Nodule-like Pattern
0.5742254257202148,0.09343268722295761,0.46127259731292725,0.014889704994857311,0.05010718107223511,0.012983456254005432,0.00115966796875,0.0009765625,0.6745098233222961,Normal-like Scan
0.6023411750793457,0.09104754775762558,0.5393286943435669,0.060159604996442795,0.013556420803070068,0.00985177792608738,0.0238037109375,0.080078125,0.7137255072593689,Mass-like Pattern
0.6020814180374146,0.08982029557228088,0.5351112484931946,0.060033705085515976,0.0321192741394043,0.009672729298472404,0.0263671875,0.073486328125,0.7215686440467834,Mass-like Pattern
0.5744246244430542,0.09336142987012863,0.4617771506309509,0.014836089685559273,0.050318777561187744,0.012783830985426903,0.00103759765625,0.0009765625,0.6745098233222961,Normal-like Scan
0.6025455594062805,0.09182102978229523,0.5315152406692505,0.05761192739009857,0.01845371723175049,0.009763358160853386,0.02581787109375,0.072021484375,0.7215686440467834,Mass-like Pattern
0.5742683410644531,0.09298352152109146,0.4614688754081726,0.015200385823845863,0.04910629987716675,0.012913235463202,0.00103759765625,0.00146484375,0.6745098233222961,Normal-like Scan
0.5746474266052246,0.09375181794166565,0.4610590934753418,0.015414847061038017,0.05033177137374878,0.012910560704767704,0.00146484375,0.002197265625,0.6745098233222961,Normal-like Scan
0.601879894733429,0.08470131456851959,0.55982506275177,0.05530311539769173,0.030071377754211426,0.009962504729628563,0.02386474609375,0.0947265625,0.7137255072593689,Mass-like Pattern
0.6020464897155762,0.09128285199403763,0.5643880367279053,0.04801049828529358,0.06947958469390869,0.00994093157351017,0.033447265625,0.125244140625,0.7254902124404907,Mass-like Pattern
0.6019481420516968,0.09355749189853668,0.5311657190322876,0.057103537023067474,0.037385523319244385,0.009817251935601234,0.0306396484375,0.0693359375,0.7254902124404907,Mass-like Pattern
0.6016696691513062,0.08831890672445297,0.5510761141777039,0.05655733495950699,0.013515770435333252,0.010034747421741486,0.02386474609375,0.094970703125,0.7098039388656616,Mass-like Pattern
0.5747429728507996,0.09346169978380203,0.46212756633758545,0.015244905836880207,0.05030357837677002,0.013065952807664871,0.00115966796875,0.0009765625,0.6745098233222961,Normal-like Scan
0.5742980241775513,0.09381203353404999,0.46072399616241455,0.015195599757134914,0.049336016178131104,0.013011792674660683,0.00177001953125,0.000732421875,0.6745098233222961,Normal-like Scan
0.5792073607444763,0.0911826491355896,0.481768935918808,0.02470128796994686,0.041117072105407715,0.013585244305431843,0.00445556640625,0.0126953125,0.6784313917160034,Localized Nodule-like Pattern
0.579372763633728,0.09138447046279907,0.48257124423980713,0.024134017527103424,0.04071450233459473,0.013720693066716194,0.003662109375,0.01025390625,0.6784313917160034,Localized Nodule-like Pattern
0.574592113494873,0.09411745518445969,0.46076518297195435,0.014934703707695007,0.049820899963378906,0.012981250882148743,0.002197265625,0.0009765625,0.6745098233222961,Normal-like Scan
0.6016066074371338,0.08701654523611069,0.5608628392219543,0.053304996341466904,0.05273628234863281,0.009854867123067379,0.02423095703125,0.09423828125,0.7137255072593689,Mass-like Pattern
0.6019361019134521,0.09146150201559067,0.547522246837616,0.05905187875032425,0.046711742877960205,0.009919224306941032,0.02545166015625,0.09375,0.7137255072593689,Mass-like Pattern
0.5749188661575317,0.09407205879688263,0.4615693688392639,0.014703487977385521,0.05160599946975708,0.012932328507304192,0.00128173828125,0.0,0.6745098233222961,Normal-like Scan
0.5738405585289001,0.09342996031045914,0.46107155084609985,0.015044806525111198,0.04954040050506592,0.012926612049341202,0.0008544921875,0.000732421875,0.6745098233222961,Normal-like Scan
0.5742927193641663,0.09378485381603241,0.46106770634651184,0.015026137232780457,0.04984629154205322,0.012862456031143665,0.00140380859375,0.00048828125,0.6745098233222961,Normal-like Scan
0.6019631624221802,0.09047918021678925,0.5522882342338562,0.05777803435921669,0.055373966693878174,0.009810300543904305,0.02410888671875,0.091064453125,0.7137255072593689,Mass-like Pattern
0.5742390751838684,0.09422734379768372,0.4604482650756836,0.015496226027607918,0.050212979316711426,0.013068345375359058,0.002197265625,0.00341796875,0.6745098233222961,Normal-like Scan
0.5740699172019958,0.09352448582649231,0.46154066920280457,0.015062997117638588,0.050214409828186035,0.012970015406608582,0.0018310546875,0.00244140625,0.6745098233222961,Normal-like Scan
0.5799878835678101,0.09174024313688278,0.480720579624176,0.024037320166826248,0.04195815324783325,0.013643313199281693,0.00494384765625,0.011474609375,0.6784313917160034,Localized Nodule-like Pattern
0.5744799375534058,0.09349978715181351,0.46125537157058716,0.015448356978595257,0.049986064434051514,0.013027481734752655,0.00140380859375,0.000244140625,0.6745098233222961,Normal-like Scan
0.6022717356681824,0.09305118769407272,0.5584089756011963,0.05406374856829643,0.07571470737457275,0.009721401147544384,0.032958984375,0.121826171875,0.7333333492279053,Mass-like Pattern
0.579236626625061,0.09132195264101028,0.48157745599746704,0.024215878918766975,0.04126924276351929,0.013800390064716339,0.00433349609375,0.013427734375,0.6784313917160034,Localized Nodule-like Pattern
0.5794271230697632,0.09162098169326782,0.4810633361339569,0.02497127652168274,0.0408136248588562,0.013582729734480381,0.00482177734375,0.01220703125,0.6784313917160034,Localized Nodule-like Pattern
0.6021673679351807,0.0858600065112114,0.5582778453826904,0.052528057247400284,0.01911139488220215,0.010090287774801254,0.025146484375,0.099365234375,0.7137255072593689,Mass-like Pattern
0.6017913818359375,0.0857991874217987,0.5595157742500305,0.05204121023416519,0.016859114170074463,0.01002304907888174,0.02471923828125,0.094482421875,0.7137255072593689,Mass-like Pattern
0.5796992182731628,0.09092031419277191,0.4826870560646057,0.024311140179634094,0.041730284690856934,0.013577455654740334,0.00396728515625,0.012939453125,0.6784313917160034,Localized Nodule-like Pattern
0.5799510478973389,0.09156587719917297,0.4820609390735626,0.02482910268008709,0.04021859169006348,0.013772524893283844,0.00421142578125,0.013671875,0.6823529601097107,Localized Nodule-like Pattern
0.6026955842971802,0.08769471943378448,0.5576314926147461,0.05396944284439087,0.04035693407058716,0.01003492996096611,0.02459716796875,0.096923828125,0.7137255072593689,Mass-like Pattern
0.5793782472610474,0.09213659912347794,0.48137256503105164,0.024543315172195435,0.03905767202377319,0.013813206925988197,0.0057373046875,0.017333984375,0.6784313917160034,Localized Nodule-like Pattern
0.5741455554962158,0.09340417385101318,0.46216684579849243,0.015498620457947254,0.049462854862213135,0.01318299025297165,0.00152587890625,0.00244140625,0.6778416037559509,Normal-like Scan
0.6022084951400757,0.08487042039632797,0.5634823441505432,0.04797171428799629,0.01966482400894165,0.009950024075806141,0.02362060546875,0.094482421875,0.7098039388656616,Mass-like Pattern
0.5740073919296265,0.09369322657585144,0.4610370695590973,0.01512858085334301,0.04999667406082153,0.01300346665084362,0.001708984375,0.00146484375,0.6745098233222961,Normal-like Scan
0.6018557548522949,0.09502706676721573,0.5574620962142944,0.05430501699447632,0.08140653371810913,0.009654181078076363,0.04388427734375,0.156005859375,0.7450980544090271,Mass-like Pattern
0.5740596055984497,0.09385516494512558,0.4604061245918274,0.014838483184576035,0.05014985799789429,0.012893253937363625,0.0008544921875,0.000244140625,0.6745098233222961,Normal-like Scan
0.5796942710876465,0.09153406322002411,0.48176127672195435,0.024225451052188873,0.041319072246551514,0.013624774292111397,0.00445556640625,0.014404296875,0.6784313917160034,Localized Nodule-like Pattern
0.5793687105178833,0.09177707135677338,0.48204657435417175,0.024095244705677032,0.041412949562072754,0.01370047964155674,0.0047607421875,0.013671875,0.6784313917160034,Localized Nodule-like Pattern
0.5740993022918701,0.09408276528120041,0.46037358045578003,0.01508358120918274,0.0498012900352478,0.01293915044516325,0.00115966796875,0.000732421875,0.6745098233222961,Normal-like Scan
0.5796757936477661,0.09211350232362747,0.48236632347106934,0.02451985701918602,0.055052757263183594,0.013722570613026619,0.00543212890625,0.015625,0.6784313917160034,Localized Nodule-like Pattern
0.5797128677368164,0.09112247079610825,0.48229455947875977,0.024460019543766975,0.043513476848602295,0.013693546876311302,0.0040283203125,0.009765625,0.6784313917160034,Localized Nodule-like Pattern
0.6025282740592957,0.0968942642211914,0.534106969833374,0.061105526983737946,0.05990493297576904,0.009955418296158314,0.03424072265625,0.07763671875,0.7333333492279053,Mass-like Pattern
0.6014279723167419,0.09352356195449829,0.5352423787117004,0.0608321875333786,0.03048884868621826,0.010023832321166992,0.02545166015625,0.078857421875,0.7254902124404907,Mass-like Pattern
0.5743885040283203,0.0941641703248024,0.46044349670410156,0.015443569980561733,0.05021113157272339,0.012974363751709461,0.001220703125,0.001953125,0.6745098233222961,Normal-like Scan
0.5797404050827026,0.09117063879966736,0.4825837016105652,0.023880304768681526,0.04709571599960327,0.013529263436794281,0.005615234375,0.014404296875,0.6784313917160034,Localized Nodule-like Pattern
0.579809844493866,0.09120038896799088,0.47964730858802795,0.024427946656942368,0.04042923450469971,0.01352302823215723,0.003662109375,0.01025390625,0.6784313917160034,Localized Nodule-like Pattern
0.601911723613739,0.0888664573431015,0.544890284538269,0.05582156032323837,0.010919690132141113,0.009922005236148834,0.02239990234375,0.088623046875,0.7098039388656616,Mass-like Pattern
0.579384446144104,0.09165039658546448,0.48206859827041626,0.024250347167253494,0.05642038583755493,0.013657032512128353,0.00494384765625,0.016845703125,0.6784313917160034,Localized Nodule-like Pattern
0.602024495601654,0.09377120435237885,0.5430616140365601,0.0575358048081398,0.06058990955352783,0.009928408078849316,0.02569580078125,0.083740234375,0.7176470756530762,Mass-like Pattern
0.5744422674179077,0.09395048767328262,0.46076229214668274,0.015181716531515121,0.049670636653900146,0.012834779918193817,0.00189208984375,0.000244140625,0.6745098233222961,Normal-like Scan
0.5797280073165894,0.09237737208604813,0.4793495535850525,0.024248909205198288,0.03858524560928345,0.013728542253375053,0.0059814453125,0.01708984375,0.6784313917160034,Localized Nodule-like Pattern
0.601902186870575,0.08726126700639725,0.5637944340705872,0.050922468304634094,0.048116326332092285,0.010012554004788399,0.02593994140625,0.098876953125,0.7176470756530762,Mass-like Pattern
0.5743334293365479,0.09350334107875824,0.4613425135612488,0.014974436722695827,0.05097323656082153,0.012983985245227814,0.0010986328125,0.0,0.6745098233222961,Normal-like Scan
0.5795024633407593,0.09186911582946777,0.48149606585502625,0.02431401237845421,0.03858906030654907,0.013662543147802353,0.00543212890625,0.016357421875,0.6784313917160034,Localized Nodule-like Pattern
0.5743650197982788,0.09376398473978043,0.46089059114456177,0.015261661261320114,0.04981279373168945,0.013203595764935017,0.001953125,0.000732421875,0.6745098233222961,Normal-like Scan
0.579276978969574,0.09137611091136932,0.4821748733520508,0.024437518790364265,0.051120638847351074,0.013682447373867035,0.0045166015625,0.0126953125,0.6784313917160034,Localized Nodule-like Pattern
0.5736945867538452,0.09351589530706406,0.4604741334915161,0.015194162726402283,0.04963040351867676,0.013065673410892487,0.00128173828125,0.00146484375,0.6705882549285889,Normal-like Scan
0.6018365621566772,0.0871225893497467,0.5566186308860779,0.053374409675598145,0.01192784309387207,0.010008269920945168,0.02386474609375,0.095458984375,0.7137255072593689,Mass-like Pattern
0.5744839906692505,0.09400714188814163,0.4607163369655609,0.014964383095502853,0.05010533332824707,0.012933583930134773,0.0013427734375,0.0,0.6784313917160034,Normal-like Scan
0.579734206199646,0.09127425402402878,0.48330748081207275,0.02411103993654251,0.03868579864501953,0.013743416406214237,0.0048828125,0.01416015625,0.6784313917160034,Localized Nodule-like Pattern
0.5796700119972229,0.09089827537536621,0.48064395785331726,0.024432731792330742,0.04086768627166748,0.013727495446801186,0.0035400390625,0.010986328125,0.6784313917160034,Localized Nodule-like Pattern
0.5745785236358643,0.09352175146341324,0.46134153008461,0.015070177614688873,0.05036616325378418,0.012943404726684093,0.0020751953125,0.000244140625,0.6745098233222961,Normal-like Scan
0.5796211957931519,0.0918383076786995,0.4782705307006836,0.02371179684996605,0.05776703357696533,0.01358164194971323,0.00579833984375,0.018310546875,0.6784313917160034,Localized Nodule-like Pattern
0.5738183259963989,0.09353598207235336,0.46149569749832153,0.014806888997554779,0.04966545104980469,0.01290908083319664,0.00152587890625,0.00146484375,0.6745098233222961,Normal-like Scan
0.579409122467041,0.09188981354236603,0.4817066788673401,0.02429582178592682,0.039011240005493164,0.013589512556791306,0.005126953125,0.015380859375,0.6784313917160034,Localized Nodule-like Pattern
0.5794371366500854,0.09218555688858032,0.4797200560569763,0.024478208273649216,0.05613511800765991,0.013529615476727486,0.0048828125,0.01513671875,0.6784313917160034,Localized Nodule-like Pattern
0.5797408819198608,0.09184417873620987,0.48235005140304565,0.02500622346997261,0.03953498601913452,0.013781566172838211,0.00439453125,0.01171875,0.6823529601097107,Localized Nodule-like Pattern
0.5795087218284607,0.09176985174417496,0.4818531572818756,0.024502625688910484,0.05451858043670654,0.013575452379882336,0.00439453125,0.015869140625,0.6784313917160034,Localized Nodule-like Pattern
0.6020031571388245,0.09586801379919052,0.5246304273605347,0.060651712119579315,0.029034972190856934,0.010007278993725777,0.03887939453125,0.0712890625,0.7411764860153198,Mass-like Pattern
0.5796896815299988,0.09124807268381119,0.4803864359855652,0.024578260257840157,0.0416182279586792,0.013660934753715992,0.00341796875,0.010986328125,0.6784313917160034,Localized Nodule-like Pattern
0.58003169298172,0.0908314660191536,0.482342392206192,0.024696500971913338,0.044696927070617676,0.013696353882551193,0.00372314453125,0.010498046875,0.6784313917160034,Localized Nodule-like Pattern
0.6018683910369873,0.08746544271707535,0.5536908507347107,0.05531077831983566,0.040688157081604004,0.009830720722675323,0.02459716796875,0.09521484375,0.7137255072593689,Mass-like Pattern
0.5796889662742615,0.08933422714471817,0.482990562915802,0.0223996639251709,0.04116499423980713,0.0134430518373847,0.00286865234375,0.008544921875,0.6784313917160034,Localized Nodule-like Pattern
0.6019869446754456,0.09867900609970093,0.5165547132492065,0.06106627732515335,0.02714407444000244,0.009847539477050304,0.0386962890625,0.046875,0.7372549176216125,Mass-like Pattern
0.6019971966743469,0.09666834026575089,0.522004246711731,0.05724283680319786,0.03476560115814209,0.009911802597343922,0.0360107421875,0.05859375,0.7333333492279053,Mass-like Pattern
0.5793902277946472,0.09130818396806717,0.4816071391105652,0.024335555732250214,0.04732406139373779,0.013595068827271461,0.00506591796875,0.015625,0.6745098233222961,Localized Nodule-like Pattern
0.6021683216094971,0.08864805102348328,0.5541331768035889,0.05760809779167175,0.02333170175552368,0.010021887719631195,0.0250244140625,0.09912109375,0.7137255072593689,Mass-like Pattern
0.574602484703064,0.09380348026752472,0.46137315034866333,0.014861461706459522,0.050578773021698,0.0129324272274971,0.00128173828125,0.000732421875,0.6745098233222961,Normal-like Scan
0.6019461750984192,0.09464463591575623,0.5550791025161743,0.05496180057525635,0.08109152317047119,0.009575244970619678,0.038330078125,0.140869140625,0.7411764860153198,Mass-like Pattern
0.6020591259002686,0.09138797223567963,0.5417125821113586,0.06075320392847061,0.03185933828353882,0.00979124940931797,0.02520751953125,0.088134765625,0.7176470756530762,Mass-like Pattern
0.5797033309936523,0.09153354912996292,0.4825271964073181,0.024319279938936234,0.05112498998641968,0.013696378096938133,0.00384521484375,0.0126953125,0.6823529601097107,Localized Nodule-like Pattern
0.6016175746917725,0.09617137163877487,0.5492637753486633,0.056847430765628815,0.07857882976531982,0.009633071720600128,0.03118896484375,0.114501953125,0.7333333492279053,Mass-like Pattern
0.5746452808380127,0.09326180070638657,0.4620787501335144,0.014934702776372433,0.049958765506744385,0.012918982654809952,0.00067138671875,0.000244140625,0.6745098233222961,Normal-like Scan
0.6018997430801392,0.09340529143810272,0.5507736206054688,0.056125055998563766,0.07124072313308716,0.0097049530595541,0.02618408203125,0.098388671875,0.7254902124404907,Mass-like Pattern
0.5796316862106323,0.09219387173652649,0.4818723201751709,0.02489037811756134,0.03888207674026489,0.013805674389004707,0.00518798828125,0.015625,0.6823529601097107,Localized Nodule-like Pattern
0.5796838998794556,0.09302535653114319,0.48296666145324707,0.021596871316432953,0.05958038568496704,0.013607936911284924,0.00616455078125,0.019775390625,0.6823529601097107,Localized Nodule-like Pattern
0.5794941186904907,0.09241361171007156,0.48139649629592896,0.024248432368040085,0.05585646629333496,0.013782787136733532,0.00445556640625,0.014404296875,0.6784313917160034,Localized Nodule-like Pattern
0.6024905443191528,0.0838562548160553,0.5640759468078613,0.046505916863679886,0.027764499187469482,0.009986842051148415,0.0238037109375,0.091064453125,0.7137255072593689,Mass-like Pattern
0.5794323682785034,0.09240826219320297,0.48188096284866333,0.024566292762756348,0.040391385555267334,0.013783885166049004,0.00604248046875,0.017822265625,0.6823529601097107,Localized Nodule-like Pattern
0.6021848917007446,0.0927504375576973,0.5299105644226074,0.06073644012212753,0.02392667531967163,0.009716984815895557,0.03082275390625,0.060546875,0.7254902124404907,Mass-like Pattern
0.5742216110229492,0.09352860599756241,0.4620174765586853,0.015166398137807846,0.050124406814575195,0.013105575926601887,0.00091552734375,0.00048828125,0.6745098233222961,Normal-like Scan
0.5740607976913452,0.09375365823507309,0.46157705783843994,0.015269799157977104,0.05025273561477661,0.013152629137039185,0.00140380859375,0.000244140625,0.6745098233222961,Normal-like Scan
0.5794295072555542,0.09077088534832001,0.482098251581192,0.023812806233763695,0.046255528926849365,0.013633830472826958,0.004150390625,0.01220703125,0.6784313917160034,Localized Nodule-like Pattern
0.602329671382904,0.09903121739625931,0.5344946980476379,0.05794797092676163,0.07588613033294678,0.00978943519294262,0.0374755859375,0.093505859375,0.7372549176216125,Mass-like Pattern
0.574435830116272,0.09341362863779068,0.46166515350341797,0.01517645176500082,0.049312055110931396,0.01304510049521923,0.0025634765625,0.0029296875,0.6745098233222961,Normal-like Scan
0.5794170498847961,0.09129422903060913,0.48168277740478516,0.024295343086123466,0.041232943534851074,0.013686509802937508,0.0048828125,0.0126953125,0.6784313917160034,Localized Nodule-like Pattern
0.5795319080352783,0.09196075797080994,0.4803251326084137,0.024585438892245293,0.04178822040557861,0.013608688488602638,0.00494384765625,0.013916015625,0.6784313917160034,Localized Nodule-like Pattern
0.5743305683135986,0.09417726844549179,0.46031999588012695,0.0150146484375,0.05030876398086548,0.012992742471396923,0.00115966796875,0.001953125,0.6745098233222961,Normal-like Scan
0.579262375831604,0.0921764001250267,0.4818962514400482,0.024828623980283737,0.05876415967941284,0.013778947293758392,0.00555419921875,0.01708984375,0.6784313917160034,Localized Nodule-like Pattern
0.601892352104187,0.08618200570344925,0.5658347010612488,0.04889323189854622,0.04404109716415405,0.010075727477669716,0.02655029296875,0.101318359375,0.7176470756530762,Mass-like Pattern
0.5790659189224243,0.09065286815166473,0.4801020622253418,0.024439433589577675,0.04141348600387573,0.013425019569694996,0.00341796875,0.01025390625,0.6745098233222961,Localized Nodule-like Pattern
0.5795019865036011,0.09132445603609085,0.4822849631309509,0.024337947368621826,0.05909782648086548,0.013723102398216724,0.0048828125,0.015869140625,0.6784313917160034,Localized Nodule-like Pattern
0.5793009400367737,0.09172748774290085,0.4812883138656616,0.024315927177667618,0.038947105407714844,0.013727236539125443,0.00537109375,0.016845703125,0.6784313917160034,Localized Nodule-like Pattern
0.5739774703979492,0.09390775114297867,0.45974934101104736,0.015344477258622646,0.049800872802734375,0.0129054831340909,0.00091552734375,0.00048828125,0.6745098233222961,Normal-like Scan
0.5798569917678833,0.09166219085454941,0.48223039507865906,0.024250345304608345,0.039036691188812256,0.013748666271567345,0.00457763671875,0.01513671875,0.6784313917160034,Localized Nodule-like Pattern
0.5792138576507568,0.09078846871852875,0.4828948378562927,0.02401529997587204,0.03970533609390259,0.013745601288974285,0.00457763671875,0.012451171875,0.6784313917160034,Localized Nodule-like Pattern
0.6025477051734924,0.08987452834844589,0.5542116761207581,0.05817344784736633,0.04344451427459717,0.009943059645593166,0.02471923828125,0.096923828125,0.7137255072593689,Mass-like Pattern
0.6022844314575195,0.09295275807380676,0.5390108227729797,0.06089632958173752,0.04023057222366333,0.009934090077877045,0.02667236328125,0.092041015625,0.7254902124404907,Mass-like Pattern
0.6021099090576172,0.09424500167369843,0.547472357749939,0.05752000957727432,0.06960827112197876,0.009863304905593395,0.0244140625,0.0908203125,0.7215686440467834,Mass-like Pattern
0.5794378519058228,0.09156069159507751,0.4817325472831726,0.024402093142271042,0.04008936882019043,0.01362523902207613,0.003662109375,0.0126953125,0.6784313917160034,Localized Nodule-like Pattern
0.5797610282897949,0.09183534234762192,0.4819977581501007,0.023906154558062553,0.05478179454803467,0.013706592842936516,0.00433349609375,0.0146484375,0.6784313917160034,Localized Nodule-like Pattern
